model,label,tp,pp,layer_split,ffn_splits,head_splits,kv_splits,workload,in_len,out_len,n_req,tps,ttft_ms,itl_ms,regime,n_layers,hidden,ffn_dim,n_q,n_kv,head_dim,params_b,vocab,source_dir
qwen32b,TP4PP2_layer_uniform_32-32,4,2,32-32,6400:6400:6400:6400,16:16:16:16,2:2:2:2,balanced,512,256,128,1703.360298,718.424742,70.805419,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_uniform_32-32,4,2,32-32,6400:6400:6400:6400,16:16:16:16,2:2:2:2,decode_heavy,128,512,128,1765.571534,425.15635,71.286317,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP4PP2_layer_uniform_32-32,4,2,32-32,6400:6400:6400:6400,16:16:16:16,2:2:2:2,prefill_heavy,1024,128,128,1687.562156,489.041353,71.73575,overlap,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_233512
qwen32b,TP8PP1_ffn_bias+25,8,1,64,4000:4000:4000:4000:2400:2400:2400:2400,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,balanced,512,256,128,728.299257,574.542957,173.525919,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+25,8,1,64,4000:4000:4000:4000:2400:2400:2400:2400,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,320.773811,769.217155,398.007704,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+25,8,1,64,4000:4000:4000:4000:2400:2400:2400:2400,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,243.187872,4612.180043,492.657674,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+50,8,1,64,4800:4800:4800:4800:1600:1600:1600:1600,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,balanced,512,256,128,721.20524,933.828374,173.015267,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+50,8,1,64,4800:4800:4800:4800:1600:1600:1600:1600,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,760.789694,702.238968,166.953751,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+50,8,1,64,4800:4800:4800:4800:1600:1600:1600:1600,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,711.782908,1156.837215,168.023746,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+75,8,1,64,5600:5600:5600:5600:800:800:800:800,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,balanced,512,256,128,726.924204,959.284622,171.539839,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+75,8,1,64,5600:5600:5600:5600:800:800:800:800,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,754.270059,1009.391749,167.383481,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_ffn_bias+75,8,1,64,5600:5600:5600:5600:800:800:800:800,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,724.116282,1207.456777,165.303802,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_uniform,8,1,64,3200:3200:3200:3200:3200:3200:3200:3200,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,balanced,512,256,128,720.680603,905.609824,172.989036,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_uniform,8,1,64,3200:3200:3200:3200:3200:3200:3200:3200,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,decode_heavy,128,512,128,743.422369,582.021725,170.403642,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
qwen32b,TP8PP1_uniform,8,1,64,3200:3200:3200:3200:3200:3200:3200:3200,8:8:8:8:8:8:8:8,1:1:1:1:1:1:1:1,prefill_heavy,1024,128,128,729.878336,1093.30071,164.37735,tp_only,64,5120,25600,64,8,128,32.8,151936,hetero_4x4_qwen32b_full_20260610_220910
